,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate (%),Broadband (%),GEO ID
877,"Clinton County, Iowa",47587.0,42.2,50295.0,28091.0,6094.0,12.806018450417131,0.63182902,0500000US19045
878,"Decatur County, Iowa",8105.0,36.5,41042.0,21110.0,1403.0,17.31030228254164,0.62903225,0500000US19053
879,"Smith County, Kansas",3693.0,51.6,45357.0,28122.0,483.0,13.078797725426483,0.29411763,0500000US20183
880,"Grant County, Kansas",7716.0,32.6,57474.0,26138.0,765.0,9.914463452566096,0.44897962,0500000US20067
881,"Jackson County, Kansas",13322.0,41.4,53592.0,25920.0,1295.0,9.720762648251013,0.64705878,0500000US20085
882,"Kingman County, Kansas",7576.0,45.5,57593.0,30927.0,568.0,7.497360084477297,0.48214287,0500000US20095
883,"Logan County, Kansas",2790.0,40.4,49926.0,28549.0,246.0,8.817204301075268,0.53571433,0500000US20109
884,"Cherokee County, Kansas",20501.0,41.4,41101.0,21006.0,2759.0,13.45788010340959,0.62702703,0500000US20021
885,"Nemaha County, Kansas",10095.0,40.4,53368.0,27438.0,1053.0,10.430906389301635,0.49484536,0500000US20131
886,"Pottawatomie County, Kansas",23188.0,35.2,64410.0,27978.0,2207.0,9.517854062446093,0.55555558,0500000US20149
887,"Wyandotte County, Kansas",163227.0,33.7,42783.0,20192.0,34641.0,21.22259185061295,0.77911997,0500000US20209
888,"Butler County, Kansas",66260.0,38.1,62324.0,28478.0,6845.0,10.330516148505886,0.89296418,0500000US20015
889,"Clay County, Kansas",8203.0,43.0,55434.0,28115.0,757.0,9.228331098378641,0.62337661,0500000US20027
890,"Lincoln County, Kansas",3121.0,46.6,48693.0,25667.0,250.0,8.010253123998718,0.58823526,0500000US20105
891,"Saline County, Kansas",55334.0,37.9,49728.0,27951.0,6799.0,12.287201359019772,0.54347825,0500000US20169
892,"Sumner County, Kansas",23336.0,40.7,52695.0,25393.0,2691.0,11.53153925265684,0.60317457,0500000US20191
893,"Trego County, Kansas",2899.0,49.4,55197.0,33233.0,136.0,4.69127285270783,0.57575756,0500000US20195
894,"Wabaunsee County, Kansas",6918.0,43.4,58947.0,25790.0,414.0,5.98438855160451,0.45161289,0500000US20197
895,"Wilson County, Kansas",8858.0,44.0,44468.0,25107.0,1441.0,16.26778053736735,0.5633803000000001,0500000US20205
896,"Woodson County, Kansas",3178.0,48.6,36493.0,21419.0,642.0,20.201384518565135,0.41379312,0500000US20207
897,"Mitchell County, Kansas",6230.0,43.7,44591.0,26108.0,882.0,14.157303370786517,0.5,0500000US20123
898,"Ness County, Kansas",3001.0,47.2,48412.0,30761.0,260.0,8.66377874041986,0.53846151,0500000US20135
899,"Osborne County, Kansas",3684.0,47.4,42173.0,26559.0,553.0,15.01085776330076,0.5,0500000US20141
900,"Atchison County, Kansas",16466.0,35.9,46640.0,25494.0,2808.0,17.053321996841976,0.62204725,0500000US20005
901,"Bourbon County, Kansas",14757.0,39.3,39379.0,20707.0,2505.0,16.97499491766619,0.5413534000000001,0500000US20011
902,"Finney County, Kansas",37097.0,30.6,51703.0,23074.0,5914.0,15.941989918322236,0.53125,0500000US20055
903,"Hamilton County, Kansas",2621.0,33.4,48160.0,21694.0,245.0,9.347577260587562,0.61538458,0500000US20075
904,"Kiowa County, Kansas",2524.0,40.8,48226.0,24961.0,204.0,8.082408874801901,0.46153846,0500000US20097
905,"Leavenworth County, Kansas",79359.0,37.3,70022.0,30170.0,6635.0,8.360740432717146,0.82793891,0500000US20103
906,"Shawnee County, Kansas",178392.0,38.9,54667.0,28584.0,22898.0,12.835777389120588,0.72883993,0500000US20177
907,"Sherman County, Kansas",5999.0,38.5,52030.0,25653.0,969.0,16.152692115352558,0.53030306,0500000US20181
908,"Stanton County, Kansas",2107.0,39.3,42222.0,21062.0,225.0,10.678690080683436,0.42857143,0500000US20187
909,"Thomas County, Kansas",7847.0,36.3,52465.0,26718.0,827.0,10.539059513189754,0.60655737,0500000US20193
910,"Meade County, Kansas",4295.0,37.7,54167.0,25173.0,507.0,11.804423748544819,0.58333331,0500000US20119
911,"Montgomery County, Kansas",33463.0,40.3,43977.0,22823.0,5686.0,16.991901503152736,0.49173555,0500000US20125
912,"Morris County, Kansas",5605.0,47.9,50338.0,26569.0,538.0,9.5985727029438,0.53846151,0500000US20127
913,"Pratt County, Kansas",9670.0,39.2,53415.0,27063.0,1008.0,10.423991726990693,0.66197181,0500000US20151
914,"Rawlins County, Kansas",2520.0,50.3,50893.0,27615.0,213.0,8.452380952380953,0.34999999,0500000US20153
915,"Rooks County, Kansas",5148.0,43.6,48352.0,25415.0,557.0,10.81973581973582,0.51020408,0500000US20163
916,"Anderson County, Kansas",7840.0,42.2,40986.0,21887.0,1049.0,13.380102040816327,0.56716418,0500000US20003
917,"Clark County, Kansas",2089.0,44.2,46094.0,27087.0,180.0,8.61656294877932,0.42105263,0500000US20025
918,"Ellsworth County, Kansas",6331.0,43.7,48550.0,24102.0,618.0,9.761491075659453,0.5,0500000US20053
919,"Geary County, Kansas",35796.0,26.4,46096.0,21583.0,5192.0,14.504413900994525,0.39901477,0500000US20061
920,"Harper County, Kansas",5746.0,42.5,48059.0,25698.0,936.0,16.289592760180994,0.51785713,0500000US20077
921,"Ford County, Kansas",34658.0,31.1,49890.0,22053.0,5501.0,15.872237290091753,0.55440414,0500000US20057
922,"Russell County, Kansas",6987.0,48.7,48427.0,25686.0,945.0,13.52511807642765,0.49019608,0500000US20167
923,"Lyon County, Kansas",33302.0,32.9,42992.0,24307.0,5921.0,17.779712930154346,0.50607288,0500000US20111
924,"Marshall County, Kansas",9859.0,44.0,50420.0,27908.0,860.0,8.722994218480576,0.57647061,0500000US20117
925,"Pawnee County, Kansas",6776.0,44.5,46224.0,24404.0,443.0,6.537780401416765,0.58730161,0500000US20145
926,"Allen County, Kansas",12752.0,41.6,43031.0,23011.0,1733.0,13.590025094102886,0.64423078,0500000US20001
927,"Cheyenne County, Kansas",2677.0,47.8,47167.0,27934.0,297.0,11.094508778483377,0.33333331,0500000US20023
928,"Comanche County, Kansas",1741.0,49.5,51563.0,28388.0,134.0,7.696726019529006,0.47058824,0500000US20033
929,"Cowley County, Kansas",35732.0,38.2,46624.0,23130.0,5382.0,15.062129183924773,0.554717,0500000US20035
930,"Elk County, Kansas",2581.0,50.8,39405.0,21156.0,343.0,13.289422704378149,0.33333331,0500000US20049
931,"Gove County, Kansas",2632.0,48.5,50817.0,29352.0,232.0,8.814589665653495,0.6111111,0500000US20063
932,"Franklin County, Kansas",25599.0,40.0,53167.0,25701.0,3098.0,12.102035235751396,0.54500002,0500000US20059
933,"Harvey County, Kansas",34683.0,39.2,55687.0,26587.0,3746.0,10.800680448634777,0.62348181,0500000US20079
934,"Hodgeman County, Kansas",1875.0,46.8,55345.0,28857.0,154.0,8.213333333333333,0.64285713,0500000US20083
935,"Jewell County, Kansas",2963.0,51.9,43125.0,24361.0,412.0,13.90482618967263,0.57692307,0500000US20089
936,"Kearny County, Kansas",3931.0,34.8,51439.0,24232.0,498.0,12.668532180106842,0.44827586,0500000US20093
937,"Rice County, Kansas",9868.0,38.5,48333.0,23355.0,1501.0,15.210782326712607,0.58536589,0500000US20159
938,"Stafford County, Kansas",4251.0,42.7,47121.0,25941.0,591.0,13.902611150317572,0.45454544,0500000US20185
939,"McPherson County, Kansas",28792.0,40.8,56946.0,29508.0,2083.0,7.234648513475966,0.5960784,0500000US20113
940,"Osage County, Kansas",15894.0,43.4,54186.0,27209.0,2005.0,12.614823203724676,0.515625,0500000US20139
941,"Greeley County, Kansas",1210.0,48.7,47045.0,25775.0,136.0,11.239669421487603,0.1111111,0500000US20071
942,"Coffey County, Kansas",8328.0,44.0,58662.0,31679.0,925.0,11.107108549471661,0.56666666,0500000US20031
943,"Crawford County, Kansas",39099.0,32.5,38017.0,21207.0,7849.0,20.074682216936495,0.56748468,0500000US20037
944,"Ellis County, Kansas",28877.0,32.0,49562.0,29339.0,4631.0,16.036984451293417,0.55980861,0500000US20051
945,"Greenwood County, Kansas",6227.0,48.6,41648.0,24837.0,760.0,12.20491408382849,0.52631581,0500000US20073
946,"Labette County, Kansas",20553.0,41.0,45706.0,22841.0,3581.0,17.42324721451856,0.57894737,0500000US20099
947,"Linn County, Kansas",9602.0,43.6,46576.0,25796.0,1654.0,17.225578004582378,0.5316456,0500000US20107
948,"Sedgwick County, Kansas",510484.0,35.0,52841.0,27583.0,73900.0,14.47645763628243,0.87653625,0500000US20173
949,"Seward County, Kansas",22948.0,29.5,47535.0,21158.0,4205.0,18.32403695311138,0.45801526,0500000US20175
950,"Republic County, Kansas",4705.0,50.9,43489.0,27121.0,537.0,11.413390010626992,0.57142854,0500000US20157
951,"Graham County, Kansas",2561.0,50.8,43427.0,27165.0,308.0,12.02655212807497,0.52173913,0500000US20065
952,"Johnson County, Kansas",578797.0,37.3,81121.0,43061.0,32267.0,5.5748388467804775,0.95040238,0500000US20091
953,"Douglas County, Kansas",117806.0,29.2,54370.0,29438.0,20437.0,17.348012834660373,0.90935516,0500000US20045
954,"Sheridan County, Kansas",2497.0,44.7,56607.0,30165.0,119.0,4.765718862635162,0.23076923,0500000US20179
955,"Miami County, Kansas",32976.0,41.7,63501.0,31611.0,2492.0,7.557011159631247,0.57794678,0500000US20121
956,"Gray County, Kansas",6004.0,35.9,61220.0,27031.0,502.0,8.361092604930047,0.52941179,0500000US20069
957,"Wallace County, Kansas",1591.0,40.6,60000.0,29931.0,166.0,10.433689503456945,0.41666669,0500000US20199
958,"Chase County, Kansas",2665.0,45.0,42772.0,24469.0,323.0,12.120075046904315,0.59090906,0500000US20017
959,"Stevens County, Kansas",5741.0,35.1,57500.0,24691.0,950.0,16.547639784009753,0.61363637,0500000US20189
960,"Washington County, Kansas",5572.0,46.2,47992.0,26927.0,523.0,9.3862167982771,0.68627447,0500000US20201
961,"Wichita County, Kansas",2157.0,41.2,55109.0,27111.0,94.0,4.3579044969865555,0.42857143,0500000US20203
962,"Chautauqua County, Kansas",3425.0,48.7,39531.0,23621.0,481.0,14.043795620437956,0.48484847,0500000US20019
963,"Morton County, Kansas",2931.0,39.5,43813.0,23038.0,227.0,7.744796997611736,0.2173913,0500000US20129
964,"Norton County, Kansas",5527.0,43.5,50673.0,22935.0,544.0,9.842590917314999,0.46341464,0500000US20137
965,"Reno County, Kansas",63360.0,40.1,47897.0,25267.0,8470.0,13.368055555555555,0.57861638,0500000US20155
966,"Barton County, Kansas",27067.0,39.6,46070.0,26264.0,4154.0,15.347101636679351,0.55348837,0500000US20009
967,"Cloud County, Kansas",9191.0,41.8,44199.0,25579.0,1041.0,11.326297464911326,0.51948053,0500000US20029
968,"Doniphan County, Kansas",7790.0,39.4,50300.0,24520.0,975.0,12.51604621309371,0.55696201,0500000US20043
969,"Edwards County, Kansas",2946.0,44.8,50229.0,27966.0,289.0,9.80991174473863,0.36363637,0500000US20047
970,"Haskell County, Kansas",4081.0,36.1,53780.0,24141.0,537.0,13.158539573633913,0.54838711,0500000US20081
971,"Lane County, Kansas",1702.0,41.5,51765.0,29768.0,181.0,10.63454759106933,0.46153846,0500000US20101
972,"Rush County, Kansas",3119.0,47.9,43594.0,25983.0,204.0,6.5405578711125365,0.26666665,0500000US20165
973,"Scott County, Kansas",4981.0,40.5,62198.0,31825.0,210.0,4.216020879341498,0.61363637,0500000US20171
974,"Marion County, Kansas",12087.0,45.0,50212.0,25620.0,1211.0,10.019028708529826,0.56,0500000US20115
975,"Neosho County, Kansas",16209.0,39.7,44402.0,23589.0,3356.0,20.70454685668456,0.58823526,0500000US20133
976,"Brown County, Kansas",9736.0,42.2,46964.0,24319.0,1275.0,13.095727198027937,0.5959595999999999,0500000US20013
977,"Ottawa County, Kansas",5957.0,42.4,51797.0,28839.0,567.0,9.518213866039954,0.68000001,0500000US20143
978,"Phillips County, Kansas",5446.0,44.3,46806.0,24795.0,432.0,7.932427469702534,0.65789473,0500000US20147
979,"Riley County, Kansas",75696.0,24.9,48428.0,26619.0,14511.0,19.170101458465442,0.92598093,0500000US20161
980,"Barber County, Kansas",4905.0,43.4,52075.0,28840.0,772.0,15.739041794087665,0.60655737,0500000US20007
981,"Decatur County, Kansas",2891.0,51.3,41230.0,30890.0,490.0,16.949152542372882,0.4642857,0500000US20039
982,"Dickinson County, Kansas",19162.0,41.2,49663.0,24434.0,2183.0,11.392339004279302,0.49367088,0500000US20041
983,"Jefferson County, Kansas",18856.0,44.0,58935.0,27783.0,1536.0,8.145948239287229,0.62337661,0500000US20087
984,"Harrison County, Kentucky",18630.0,41.8,44620.0,22497.0,2992.0,16.060118089103597,0.66423357,0500000US21097
985,"Butler County, Kentucky",12735.0,41.2,39362.0,21787.0,2731.0,21.444837063211622,0.63076925,0500000US21031
986,"Trimble County, Kentucky",8697.0,41.9,50998.0,26542.0,1302.0,14.970679544670576,0.48351651,0500000US21223
987,"Edmonson County, Kentucky",12063.0,43.1,41114.0,21851.0,2387.0,19.787780817375445,0.60576922,0500000US21061
988,"Hickman County, Kentucky",4625.0,48.3,38036.0,19764.0,658.0,14.227027027027027,0.65714288,0500000US21105
989,"Bracken County, Kentucky",8330.0,40.7,40458.0,22433.0,1765.0,21.18847539015606,0.44705883,0500000US21023
990,"Lyon County, Kentucky",8268.0,49.2,50268.0,27098.0,967.0,11.695694242864054,0.54666668,0500000US21143
991,"Nelson County, Kentucky",45131.0,38.9,55182.0,28156.0,5105.0,11.311515366377877,0.59168702,0500000US21179
992,"Wayne County, Kentucky",20692.0,42.0,33715.0,17627.0,4724.0,22.83007925768413,0.41614905,0500000US21231
993,"Lewis County, Kentucky",13565.0,42.1,32054.0,19346.0,3487.0,25.705860670844086,0.4789916,0500000US21135
994,"Marion County, Kentucky",19335.0,39.7,40005.0,21823.0,3406.0,17.61572278251875,0.62234044,0500000US21155
995,"Trigg County, Kentucky",14286.0,45.5,47259.0,26224.0,2213.0,15.490690186196277,0.48648646,0500000US21221
996,"Woodford County, Kentucky",25817.0,42.3,60604.0,31208.0,3680.0,14.254173606538327,0.5869565,0500000US21239
997,"Boone County, Kentucky",127682.0,37.1,72731.0,33553.0,9571.0,7.495966541877477,0.93614,0500000US21015
998,"Leslie County, Kentucky",10648.0,41.9,27861.0,15112.0,3572.0,33.54620586025545,0.54838711,0500000US21131
999,"Jessamine County, Kentucky",51667.0,37.4,55450.0,28195.0,8947.0,17.316662473145335,0.5777778,0500000US21113
1000,"Knox County, Kentucky",31424.0,39.7,26061.0,15869.0,10583.0,33.678080448065174,0.54852319,0500000US21121
1001,"Lawrence County, Kentucky",15844.0,40.9,32703.0,18885.0,3839.0,24.22999242615501,0.49285713,0500000US21127
1002,"Letcher County, Kentucky",23011.0,41.8,30293.0,18085.0,6946.0,30.185563426187475,0.56306303,0500000US21133
1003,"Livingston County, Kentucky",9288.0,45.8,43472.0,24464.0,1488.0,16.020671834625322,0.61855674,0500000US21139
1004,"McCracken County, Kentucky",65285.0,42.1,42894.0,29881.0,10861.0,16.63628704909244,0.81897104,0500000US21145
1005,"Pike County, Kentucky",61586.0,41.9,32972.0,20576.0,15957.0,25.910109440457248,0.57142854,0500000US21195
1006,"Shelby County, Kentucky",45831.0,38.8,63171.0,30240.0,5527.0,12.059523030263358,0.5398229999999999,0500000US21211
1007,"Whitley County, Kentucky",36027.0,37.0,34103.0,18463.0,8569.0,23.784939073472675,0.60377359,0500000US21235
1008,"Anderson County, Kentucky",22017.0,40.5,51681.0,24991.0,2617.0,11.886269700685833,0.65865386,0500000US21005
1009,"Breckinridge County, Kentucky",19991.0,43.3,44057.0,20735.0,3466.0,17.33780201090491,0.39655173,0500000US21027
1010,"Floyd County, Kentucky",37447.0,41.4,31196.0,18366.0,11304.0,30.186663818196383,0.44817927,0500000US21071
1011,"Franklin County, Kentucky",49969.0,40.7,53539.0,28001.0,6289.0,12.585803197982749,0.56999999,0500000US21073
1012,"Kenton County, Kentucky",163987.0,36.9,58674.0,30195.0,20819.0,12.695518547201912,0.89344132,0500000US21117
1013,"McCreary County, Kentucky",17748.0,39.2,19264.0,11492.0,6628.0,37.345052963714224,0.50335574,0500000US21147
1014,"Madison County, Kentucky",88376.0,34.0,46674.0,23733.0,15983.0,18.085226758395944,0.84627837,0500000US21151
1015,"Magoffin County, Kentucky",12783.0,42.0,29578.0,17279.0,3603.0,28.18587186106548,0.56043959,0500000US21153
1016,"Metcalfe County, Kentucky",9990.0,43.1,35594.0,18449.0,2275.0,22.772772772772772,0.5321100999999999,0500000US21169
1017,"Owsley County, Kentucky",4497.0,41.8,22736.0,16582.0,1451.0,32.265955081165224,0.48275864,0500000US21189
1018,"Rowan County, Kentucky",24392.0,30.7,36411.0,19032.0,5686.0,23.310921613643817,0.60000002,0500000US21205
1019,"Simpson County, Kentucky",17881.0,39.8,44989.0,22663.0,3028.0,16.9341759409429,0.65921789,0500000US21213
1020,"Taylor County, Kentucky",25406.0,38.4,36455.0,19885.0,5593.0,22.014484767377784,0.4957265,0500000US21217
1021,"Clark County, Kentucky",35757.0,42.3,51547.0,26219.0,5266.0,14.727186285202897,0.57328993,0500000US21049
1022,"Todd County, Kentucky",12377.0,36.8,38248.0,19555.0,2438.0,19.697826613880586,0.51020408,0500000US21219
1023,"Carlisle County, Kentucky",4890.0,42.2,38860.0,24015.0,834.0,17.05521472392638,0.58333331,0500000US21039
1024,"Carroll County, Kentucky",10695.0,37.2,43345.0,22296.0,2843.0,26.582515194015894,0.50537634,0500000US21041
1025,"Clinton County, Kentucky",10208.0,41.7,31130.0,19325.0,2016.0,19.74921630094044,0.3611111,0500000US21053
1026,"Estill County, Kentucky",14382.0,42.6,30692.0,17728.0,4329.0,30.100125156445557,0.5648854999999999,0500000US21065
1027,"Gallatin County, Kentucky",8652.0,39.0,50250.0,22508.0,1131.0,13.072122052704577,0.54929578,0500000US21077
1028,"Garrard County, Kentucky",17226.0,42.4,47906.0,24874.0,3105.0,18.025078369905955,0.59863943,0500000US21079
1029,"Greenup County, Kentucky",36012.0,43.3,47517.0,25378.0,5846.0,16.233477729645674,0.51796407,0500000US21089
1030,"Fleming County, Kentucky",14515.0,40.9,41095.0,23351.0,2821.0,19.43506717189115,0.55172414,0500000US21069
1031,"Campbell County, Kentucky",91804.0,38.0,57208.0,31065.0,12541.0,13.660624809376499,0.85257524,0500000US21037
1032,"Carter County, Kentucky",27385.0,41.1,35095.0,18477.0,5711.0,20.854482380865438,0.60964912,0500000US21043
1033,"Elliott County, Kentucky",7533.0,42.0,29043.0,13436.0,2144.0,28.461436346741007,0.40000001,0500000US21063
1034,"Grant County, Kentucky",24800.0,36.5,43881.0,20892.0,5201.0,20.971774193548388,0.51269037,0500000US21081
1035,"Jefferson County, Kentucky",764378.0,38.0,52237.0,31039.0,112275.0,14.688413324297665,0.88047719,0500000US21111
1036,"Larue County, Kentucky",14102.0,40.8,41720.0,21879.0,2157.0,15.295702737200397,0.5859375,0500000US21123
1037,"Logan County, Kentucky",26847.0,40.7,40982.0,21465.0,4610.0,17.17137855253846,0.5975104,0500000US21141
1038,"Mason County, Kentucky",17167.0,40.7,43082.0,25285.0,3011.0,17.53946525310188,0.55263156,0500000US21161
1039,"Mercer County, Kentucky",21378.0,42.8,47574.0,24981.0,3526.0,16.493591542707456,0.53535354,0500000US21167
1040,"Pendleton County, Kentucky",14530.0,41.2,49706.0,23191.0,2163.0,14.886441844459739,0.44666669,0500000US21191
1041,"Robertson County, Kentucky",2161.0,47.1,30694.0,21764.0,638.0,29.52336881073577,0.35714287,0500000US21201
1042,"Russell County, Kentucky",17731.0,43.4,34660.0,18857.0,4419.0,24.92245220235745,0.56410253,0500000US21207
1043,"Spencer County, Kentucky",18012.0,40.7,68916.0,30779.0,1556.0,8.63868532089718,0.69629633,0500000US21215
1044,"Washington County, Kentucky",11999.0,41.2,47843.0,22611.0,1985.0,16.543045253771147,0.57391304,0500000US21229
1045,"Bath County, Kentucky",12189.0,39.9,38763.0,20059.0,2888.0,23.693494134055296,0.44554454,0500000US21011
1046,"Ballard County, Kentucky",8152.0,43.3,42988.0,25063.0,1436.0,17.6153091265947,0.52564102,0500000US21007
1047,"Barren County, Kentucky",43418.0,40.3,39658.0,20493.0,9704.0,22.35017734580128,0.54246575,0500000US21009
1048,"Boyle County, Kentucky",29773.0,40.2,43076.0,23822.0,4140.0,13.905216135424714,0.55776894,0500000US21021
1049,"Green County, Kentucky",11044.0,44.4,37388.0,23448.0,2068.0,18.725099601593627,0.51999998,0500000US21087
1050,"Hancock County, Kentucky",8700.0,40.2,49135.0,22438.0,1353.0,15.551724137931034,0.5479451999999999,0500000US21091
1051,"Harlan County, Kentucky",27548.0,41.4,24451.0,15457.0,9565.0,34.721213881225495,0.47058824,0500000US21095
1052,"Martin County, Kentucky",12175.0,39.0,29239.0,14914.0,3190.0,26.20123203285421,0.32098767,0500000US21159
1053,"Hardin County, Kentucky",107699.0,36.1,51923.0,26436.0,14848.0,13.786571834464572,0.84125602,0500000US21093
1054,"Lincoln County, Kentucky",24413.0,40.6,37930.0,19351.0,5699.0,23.34411993609962,0.53723407,0500000US21137
1055,"McLean County, Kentucky",9361.0,41.5,44242.0,22884.0,1777.0,18.98301463518855,0.70769233,0500000US21149
1056,"Monroe County, Kentucky",10645.0,41.8,35665.0,21985.0,2469.0,23.193987787693754,0.5,0500000US21171
1057,"Ohio County, Kentucky",24062.0,40.7,41470.0,21368.0,5023.0,20.87523896600449,0.59487176,0500000US21183
1058,"Powell County, Kentucky",12349.0,39.0,34647.0,19302.0,2875.0,23.281237347153617,0.47499999,0500000US21197
1059,"Union County, Kentucky",14915.0,37.5,42139.0,21758.0,3326.0,22.299698290311767,0.64963502,0500000US21225
1060,"Webster County, Kentucky",13180.0,41.0,39273.0,21150.0,2739.0,20.781487101669196,0.55474454,0500000US21233
1061,"Caldwell County, Kentucky",12747.0,42.6,46182.0,25272.0,2214.0,17.36879265709579,0.54166669,0500000US21033
1062,"Calloway County, Kentucky",38616.0,34.7,39269.0,21757.0,7810.0,20.224777294385746,0.51147538,0500000US21035
1063,"Casey County, Kentucky",15805.0,43.1,33031.0,18319.0,4101.0,25.947484973109777,0.53030306,0500000US21045
1064,"Christian County, Kentucky",72438.0,28.4,41849.0,21393.0,12986.0,17.927054860708466,0.72343719,0500000US21047
1065,"Daviess County, Kentucky",99258.0,39.0,48371.0,26501.0,15246.0,15.359970984706523,0.86597657,0500000US21059
1066,"Grayson County, Kentucky",26129.0,40.2,35944.0,19520.0,6625.0,25.35496957403651,0.51666665,0500000US21085
1067,"Henderson County, Kentucky",46252.0,40.4,43458.0,23958.0,8719.0,18.851076710196317,0.55213267,0500000US21101
1068,"Henry County, Kentucky",15677.0,41.3,50787.0,23932.0,2825.0,18.020029342348664,0.63043481,0500000US21103
1069,"Hopkins County, Kentucky",45985.0,41.3,44048.0,23288.0,7688.0,16.718495161465697,0.57499999,0500000US21107
1070,"Jackson County, Kentucky",13369.0,41.0,32055.0,16827.0,4366.0,32.657640810831026,0.56034482,0500000US21109
1071,"Laurel County, Kentucky",59901.0,39.6,37235.0,20446.0,14479.0,24.17154972371079,0.54961836,0500000US21125
1072,"Marshall County, Kentucky",31177.0,44.8,49126.0,27391.0,3286.0,10.539821021907175,0.62839878,0500000US21157
1073,"Meade County, Kentucky",28452.0,37.8,53732.0,25119.0,3678.0,12.927035006326445,0.54724413,0500000US21163
1074,"Montgomery County, Kentucky",27550.0,39.0,42172.0,21371.0,6238.0,22.64246823956443,0.48106059,0500000US21173
1075,"Nicholas County, Kentucky",7061.0,41.6,38900.0,21519.0,1919.0,27.177453618467638,0.54666668,0500000US21181
1076,"Oldham County, Kentucky",64633.0,39.0,92237.0,38063.0,3412.0,5.279037024430244,0.92908448,0500000US21185
1077,"Owen County, Kentucky",10686.0,42.2,44031.0,22802.0,1754.0,16.413999625678457,0.4623656,0500000US21187
1078,"Rockcastle County, Kentucky",16815.0,42.2,35888.0,19750.0,3464.0,20.600654177817425,0.50724638,0500000US21203
1079,"Scott County, Kentucky",52322.0,36.2,65598.0,30702.0,5837.0,11.155919116241733,0.56280196,0500000US21209
1080,"Warren County, Kentucky",123824.0,32.7,49508.0,25840.0,20945.0,16.915137614678898,0.88760239,0500000US21227
1081,"Allen County, Kentucky",20628.0,40.6,40598.0,21652.0,4068.0,19.720767888307154,0.55813956,0500000US21003
1082,"Bourbon County, Kentucky",20017.0,42.1,47886.0,25994.0,3268.0,16.32612279562372,0.57714289,0500000US21017
1083,"Boyd County, Kentucky",48486.0,41.9,45543.0,26420.0,8941.0,18.44037454110465,0.58449304,0500000US21019
1084,"Bullitt County, Kentucky",78622.0,39.8,59917.0,26643.0,7952.0,10.11421739462237,0.8299824,0500000US21029
1085,"Crittenden County, Kentucky",9154.0,43.2,41114.0,22765.0,1576.0,17.216517369455975,0.77777779,0500000US21055
1086,"Fayette County, Kentucky",315109.0,34.3,53013.0,31653.0,56039.0,17.784004899891784,0.90085948,0500000US21067
1087,"Fulton County, Kentucky",6259.0,43.1,28274.0,18111.0,1474.0,23.550087873462214,0.39655173,0500000US21075
1088,"Johnson County, Kentucky",23064.0,41.9,35629.0,19925.0,5439.0,23.582206035379812,0.52657008,0500000US21115
1089,"Knott County, Kentucky",15690.0,41.4,30503.0,17670.0,4874.0,31.064372211599746,0.45925927,0500000US21119
1090,"Menifee County, Kentucky",6381.0,46.2,39688.0,19744.0,1258.0,19.714778247923523,0.4074074,0500000US21165
1091,"Morgan County, Kentucky",13281.0,41.3,33523.0,17089.0,2951.0,22.219712371056396,0.47619048,0500000US21175
1092,"Muhlenberg County, Kentucky",31153.0,42.0,40037.0,20376.0,6215.0,19.949924565852406,0.63414633,0500000US21177
1093,"Perry County, Kentucky",27329.0,41.2,31820.0,19890.0,6918.0,25.313769256101576,0.51867217,0500000US21193
1094,"Pulaski County, Kentucky",63974.0,42.0,35022.0,21036.0,15873.0,24.8116422296558,0.55311972,0500000US21199
1095,"Wolfe County, Kentucky",7251.0,41.8,21999.0,13533.0,2626.0,36.215694386981106,0.44067794,0500000US21237
1096,"Clay County, Kentucky",20866.0,39.2,24596.0,15388.0,7606.0,36.45164382248634,0.44910181,0500000US21051
1097,"Adair County, Kentucky",19304.0,40.8,36575.0,18408.0,3860.0,19.995855781185245,0.59375,0500000US21001
1098,"Bell County, Kentucky",27469.0,41.6,23558.0,14754.0,10084.0,36.710473624813424,0.51984125,0500000US21013
1099,"Breathitt County, Kentucky",13276.0,41.2,25861.0,16875.0,4678.0,35.23651702319976,0.49599999,0500000US21025
1100,"Cumberland County, Kentucky",6744.0,45.1,35449.0,18669.0,1375.0,20.388493475682086,0.51785713,0500000US21057
1101,"Graves County, Kentucky",37259.0,40.3,40369.0,22112.0,7035.0,18.88134410478005,0.52857143,0500000US21083
1102,"Hart County, Kentucky",18531.0,40.6,37315.0,19715.0,4211.0,22.724083967405967,0.57058823,0500000US21099
1103,"Lee County, Kentucky",6717.0,44.2,23297.0,16489.0,1988.0,29.59654607711776,0.51724136,0500000US21129
1104,"Hancock County, Maine",54468.0,48.1,51438.0,31178.0,6137.0,11.267166042446942,0.5020833,0500000US23009
1105,"Oxford County, Maine",57230.0,46.3,44582.0,22862.0,8588.0,15.006115673597764,0.5438930999999999,0500000US23017
1106,"Lincoln County, Maine",34021.0,50.5,54041.0,31522.0,3933.0,11.560506745833456,0.48407641,0500000US23015
1107,"Waldo County, Maine",39280.0,45.7,50162.0,27763.0,5495.0,13.989307535641547,0.55351681,0500000US23027
1108,"Penobscot County, Maine",152284.0,41.8,47886.0,26347.0,23119.0,15.181502981271834,0.86383432,0500000US23019
1109,"Piscataquis County, Maine",16960.0,50.7,38797.0,23464.0,3113.0,18.35495283018868,0.55491328,0500000US23021
